timeStemp,Label,AP1_Distance (mm),AP2_Distance (mm),AP3_Distance (mm),AP4_Distance (mm),AP1_Rssi,AP2_Rssi,AP3_Rssi,AP4_Rssi,AP1_StdDev (mm),AP2_StdDev (mm),AP3_StdDev (mm),AP4_StdDev (mm)
3543505195,17,4975.0,3061.0,7622.0,-113.0,-61.0,-67.0,-63.0,-49.0,421.0,217.0,382.0,561.0
3543505297,17,4897.0,2827.0,7856.0,-74.0,-61.0,-68.0,-62.0,-48.0,513.0,285.0,266.0,534.0
3543505442,17,4780.0,3178.0,7817.0,42.0,-63.0,-68.0,-63.0,-47.0,581.0,177.0,298.0,352.0
3543505581,17,4780.0,2905.0,7622.0,-113.0,-63.0,-67.0,-65.0,-49.0,648.0,238.0,294.0,566.0
3543505750,17,4546.0,3022.0,7661.0,-35.0,-62.0,-66.0,-66.0,-49.0,760.0,174.0,293.0,587.0
3543505851,17,4585.0,2944.0,7348.0,-113.0,-62.0,-65.0,-64.0,-50.0,817.0,280.0,496.0,586.0
3543505954,17,4663.0,3061.0,7661.0,-35.0,-62.0,-64.0,-64.0,-49.0,859.0,205.0,383.0,480.0
3543506056,17,4624.0,3178.0,8013.0,-25.0,-62.0,-65.0,-64.0,-50.0,853.0,166.0,203.0,442.0
3543506198,17,4585.0,3335.0,7908.0,-74.0,-63.0,-65.0,-62.0,-50.0,786.0,164.0,242.0,462.0
3543506365,17,4467.0,3100.0,7934.0,-35.0,-63.0,-65.0,-64.0,-49.0,771.0,150.0,231.0,600.0
3543506484,17,4619.0,3178.0,7856.0,-74.0,-55.0,-65.0,-65.0,-49.0,822.0,221.0,269.0,565.0
3543506616,17,4741.0,3178.0,8013.0,-113.0,-62.0,-65.0,-64.0,-49.0,707.0,151.0,195.0,516.0
3543506792,17,4585.0,3217.0,7856.0,3.0,-63.0,-64.0,-63.0,-44.0,771.0,250.0,242.0,441.0
3543506925,17,4819.0,3061.0,7973.0,-35.0,-63.0,-64.0,-65.0,-49.0,717.0,217.0,233.0,428.0
3543507146,17,4897.0,3178.0,7934.0,3.0,-64.0,-65.0,-64.0,-50.0,573.0,165.0,217.0,541.0
3543507355,17,4663.0,3139.0,7856.0,91.0,-63.0,-64.0,-64.0,-48.0,679.0,312.0,269.0,523.0
3543507496,17,4350.0,3374.0,7856.0,3.0,-62.0,-63.0,-63.0,-49.0,832.0,226.0,297.0,556.0
3543507625,17,4428.0,3139.0,7934.0,81.0,-63.0,-64.0,-63.0,-49.0,768.0,175.0,220.0,426.0
3543507816,17,,,7700.0,3.0,,,-65.0,-49.0,,,347.0,420.0
3543507817,17,4697.0,3257.0,,,-58.0,-64.0,,,728.0,294.0,,
3543507968,17,,,,-35.0,,,,-49.0,,,,471.0
3543507969,17,4585.0,3217.0,7817.0,,-62.0,-65.0,-64.0,,816.0,246.0,333.0,
3543508095,17,4663.0,3178.0,7856.0,-74.0,-63.0,-64.0,-63.0,-44.0,864.0,238.0,343.0,1125.0
3543508222,17,4741.0,3178.0,7856.0,3.0,-57.0,-64.0,-64.0,-49.0,808.0,279.0,291.0,405.0
3543508375,17,,,7739.0,-35.0,,,-64.0,-49.0,,,365.0,426.0
3543508376,17,4741.0,3178.0,,,-61.0,-64.0,,,653.0,192.0,,
3543508510,17,,,7934.0,-415.0,,,-62.0,-44.0,,,271.0,755.0
3543508511,17,4467.0,3296.0,,,-61.0,-63.0,,,920.0,202.0,,
3543508641,17,4585.0,3178.0,7817.0,-74.0,-61.0,-63.0,-64.0,-49.0,863.0,229.0,293.0,490.0
3543508791,17,4663.0,3296.0,7778.0,,-62.0,-65.0,-64.0,,688.0,208.0,320.0,
3543508944,17,4307.0,3178.0,7817.0,-74.0,-57.0,-64.0,-64.0,-50.0,870.0,163.0,352.0,477.0
